data_iniSE,se_codigo,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year,data_ini_se,cod_ibge,municipio,uf,ano,semana,tempmed_imputado,tempmin_imputado,tempmax_imputado,umidmed_imputado,umidmin_imputado,umidmax_imputado,incidencia_100k,casos_est_lag1,incidencia_lag1,casos_est_lag2,incidencia_lag2,casos_est_lag3,incidencia_lag3,casos_est_lag4,incidencia_lag4,casos_est_lag8,incidencia_lag8,casos_est_mm3,incidencia_mm3,casos_est_mm4,incidencia_mm4,casos_est_mm8,incidencia_mm8,razao_mm3_mm8,variacao_semanal,tempmed_lag1,tempmed_lag2,tempmed_lag3,tempmed_lag4,tempmed_lag6,tempmed_lag8,tempmin_lag1,tempmin_lag2,tempmin_lag3,tempmin_lag4,tempmin_lag6,tempmin_lag8,tempmax_lag1,tempmax_lag2,tempmax_lag3,tempmax_lag4,tempmax_lag6,tempmax_lag8,umidmed_lag1,umidmed_lag2,umidmed_lag3,umidmed_lag4,umidmed_lag6,umidmed_lag8,tempmed_anomalia,umidmed_anomalia,semanas_favoraveis_8,porte_populacional,log_pop,completude,dado_provisorio,incerteza_nowcast,clima_imputado,historico_insuficiente
1394928000000,201412,6.0,6,6.0,6,0.43614316,23.987526,0,2,310930320141219589,2023-08-20,Buritis,0.0,0.91593474,25013,19.5714285714286,85.2857142857143,1,0,1,67.9831368571429,38.7142857142857,23.3476074285714,29.2857142857143,4,,,,,8117,2014-03-16,3109303,Buritis,MG,2014,12,0,0,0,0,0,0,23.98752648622716,8.0,31.983368648302886,6.0,23.98752648622716,6.0,23.98752648622716,8.0,31.983368648302886,2.0,7.995842162075721,6.666666666666667,26.652807206919068,7.0,27.98544756726502,4.75,18.990125134929837,1.4035087719298247,-0.25,24.1478344285714,23.0490265714286,23.6188598571429,22.0341674285714,24.4540815714286,21.7493897142857,19.8571428571429,19.8571428571429,19.2857142857143,19.1428571428571,18.4285714285714,18.1428571428571,28.8571428571429,27.5714285714286,28.4285714285714,26.4285714285714,30.1428571428571,27.1428571428571,63.4616961428571,74.45122,64.8678975714286,76.7170394285714,50.6020405714286,74.4857485714286,1.1641201368631187,-8.855589144855102,8.0,medio,4.398165783106361,1.0,0,0.0,0,0
1395532800000,201413,26.0,26,26.0,26,0.9994157,103.945946,0,2,310930320141319589,2023-08-20,Buritis,0.0,3.3084111,25013,19.8571428571429,90.8571428571429,1,1,2,77.2736085714286,45.8571428571429,22.1759181428571,26.7142857142857,18,,,,,8117,2014-03-23,3109303,Buritis,MG,2014,13,0,0,0,0,0,0,103.94594810698436,6.0,23.98752648622716,8.0,31.983368648302886,6.0,23.98752648622716,6.0,23.98752648622716,3.0,11.99376324311358,6.666666666666667,26.652807206919068,6.5,25.986487026746094,5.25,20.989085675448766,1.26984126984127,3.3333333333333335,23.3476074285714,24.1478344285714,23.0490265714286,23.6188598571429,23.330237,23.2653058571429,19.5714285714286,19.8571428571429,19.8571428571429,19.2857142857143,18.1428571428571,18.5714285714286,29.2857142857143,28.8571428571429,27.5714285714286,28.4285714285714,28.4285714285714,28.5714285714286,67.9831368571429,63.4616961428571,74.45122,64.8678975714286,64.5335765714286,59.0306118571429,0.008770304029276588,0.1849082234432302,8.0,medio,4.398165783106361,1.0,0,0.0,0,0
1396137600000,201414,27.0,27,27.0,27,0.9912141,107.94387,0,4,310930320141419589,2023-08-20,Buritis,0.0,2.1721594,25013,20.1428571428571,89.2857142857143,1,1,2,74.6359222857143,46.0,23.0129837142857,28.0,19,,,,,8117,2014-03-30,3109303,Buritis,MG,2014,14,0,0,0,0,0,0,107.94386918802222,26.0,103.94594810698436,6.0,23.98752648622716,8.0,31.983368648302886,6.0,23.98752648622716,2.0,7.995842162075721,13.333333333333334,53.305614413838136,11.5,45.97609243193539,8.125,32.48310878343261,1.6410256410256412,0.038461538461538464,22.1759181428571,23.3476074285714,24.1478344285714,23.0490265714286,22.0341674285714,24.4540815714286,19.8571428571429,19.5714285714286,19.8571428571429,19.8571428571429,19.1428571428571,18.4285714285714,26.7142857142857,29.2857142857143,28.8571428571429,27.5714285714286,26.4285714285714,30.1428571428571,77.2736085714286,67.9831368571429,63.4616961428571,74.45122,76.7170394285714,50.6020405714286,0.8190761098900836,-2.2896260329670213,8.0,medio,4.398165783106361,1.0,0,0.0,0,0
1396742400000,201415,22.0,22,22.0,22,0.6221023,87.95426,0,4,310930320141519589,2023-08-20,Buritis,0.0,1.0997434,25013,20.5714285714286,88.2857142857143,1,0,2,70.485928,37.1428571428571,24.0806597142857,29.1428571428571,17,,,,,8117,2014-04-06,3109303,Buritis,MG,2014,15,0,0,0,0,0,0,87.95426378283292,27.0,107.94386918802222,26.0,103.94594810698436,6.0,23.98752648622716,8.0,31.983368648302886,3.0,11.99376324311358,19.666666666666668,78.62578126041124,16.75,66.96517810738416,11.25,44.976612161675924,1.7481481481481482,-0.18518518518518517,23.0129837142857,22.1759181428571,23.3476074285714,24.1478344285714,23.6188598571429,23.330237,20.1428571428571,19.8571428571429,19.5714285714286,19.8571428571429,19.2857142857143,18.1428571428571,28.0,26.7142857142857,29.2857142857143,28.8571428571429,28.4285714285714,28.4285714285714,74.6359222857143,77.2736085714286,67.9831368571429,63.4616961428571,64.8678975714286,64.5335765714286,1.7496919670329554,-4.7257949230769185,8.0,medio,4.398165783106361,1.0,0,0.0,0,0
1397347200000,201416,20.0,20,20.0,20,0.27965522,79.95842,0,4,310930320141619589,2023-08-20,Buritis,0.0,0.83941674,25013,20.0,85.2857142857143,1,0,2,65.1334474285714,34.5714285714286,24.4886325714286,29.0,17,,,,,8117,2014-04-13,3109303,Buritis,MG,2014,16,0,0,0,0,0,0,79.9584216207572,22.0,87.95426378283292,27.0,107.94386918802222,26.0,103.94594810698436,6.0,23.98752648622716,8.0,31.983368648302886,25.0,99.9480270259465,20.25,80.95790189101666,13.625,54.471674729140844,1.834862385321101,-0.09090909090909091,24.0806597142857,23.0129837142857,22.1759181428571,23.3476074285714,23.0490265714286,22.0341674285714,20.5714285714286,20.1428571428571,19.8571428571429,19.5714285714286,19.8571428571429,19.1428571428571,29.1428571428571,28.0,26.7142857142857,29.2857142857143,27.5714285714286,26.4285714285714,70.485928,74.6359222857143,77.2736085714286,67.9831368571429,74.45122,76.7170394285714,2.5866168461538663,-10.24791420879123,8.0,medio,4.398165783106361,1.0,0,0.0,0,0
1397952000000,201417,65.0,65,65.0,65,0.9999915,259.86487,0,4,310930320141719589,2023-08-20,Buritis,0.0,2.5906527,25013,19.4285714285714,83.0,1,1,2,70.4458207142857,42.1428571428571,23.1601132857143,27.8571428571429,50,,,,,8117,2014-04-20,3109303,Buritis,MG,2014,17,0,0,0,0,0,0,259.86487026746096,20.0,79.9584216207572,22.0,87.95426378283292,27.0,107.94386918802222,26.0,103.94594810698436,6.0,23.98752648622716,23.0,91.9521848638708,23.75,94.95062567464919,15.125,60.46855635069764,1.5206611570247934,2.25,24.4886325714286,24.0806597142857,23.0129837142857,22.1759181428571,24.1478344285714,23.6188598571429,20.0,20.5714285714286,20.1428571428571,19.8571428571429,19.8571428571429,19.2857142857143,29.0,29.1428571428571,28.0,26.7142857142857,28.8571428571429,28.4285714285714,65.1334474285714,70.485928,74.6359222857143,77.2736085714286,63.4616961428571,64.8678975714286,1.5175127720974757,-6.266056017200199,8.0,medio,4.398165783106361,1.0,0,0.0,0,0
1398556800000,201418,50.0,50,50.0,50,0.96747327,199.89606,0,4,310930320141819589,2023-08-20,Buritis,0.0,1.5013372,25013,14.5714285714286,80.4285714285714,0,1,2,58.2117348571429,29.1428571428571,20.994898,27.0,42,,,,,8117,2014-04-27,3109303,Buritis,MG,2014,18,0,0,0,0,0,0,199.896054051893,65.0,259.86487026746096,20.0,79.9584216207572,22.0,87.95426378283292,27.0,107.94386918802222,6.0,23.98752648622716,35.666666666666664,142.59251855701703,33.5,133.93035621476832,22.5,89.95322432335186,1.585185185185185,-0.23076923076923078,23.1601132857143,24.4886325714286,24.0806597142857,23.0129837142857,23.3476074285714,23.0490265714286,19.4285714285714,20.0,20.5714285714286,20.1428571428571,19.5714285714286,19.8571428571429,27.8571428571429,29.0,29.1428571428571,28.0,29.2857142857143,27.5714285714286,70.4458207142857,65.1334474285714,70.485928,74.6359222857143,67.9831368571429,74.45122,-0.10435615604395565,-13.816711248351595,8.0,medio,4.398165783106361,1.0,0,0.0,0,0
1399161600000,201419,23.0,23,23.0,23,0.00294927,91.95219,0,4,310930320141919589,2023-08-20,Buritis,1.0,0.5063632,25013,17.0,81.7142857142857,0,0,2,58.8106048571429,30.4285714285714,22.5957138571429,27.8571428571429,19,,,,,8117,2014-05-04,3109303,Buritis,MG,2014,19,0,0,0,0,0,0,91.95218486387078,50.0,199.896054051893,65.0,259.86487026746096,20.0,79.9584216207572,22.0,87.95426378283292,8.0,31.983368648302886,45.0,179.9064486467037,39.25,156.91840243073602,28.0,111.94179026906009,1.6071428571428572,-0.54,20.994898,23.1601132857143,24.4886325714286,24.0806597142857,22.1759181428571,24.1478344285714,14.5714285714286,19.4285714285714,20.0,20.5714285714286,19.8571428571429,19.8571428571429,27.0,27.8571428571429,29.0,29.1428571428571,26.7142857142857,28.8571428571429,58.2117348571429,70.4458207142857,65.1334474285714,70.485928,77.2736085714286,63.4616961428571,1.7315842252747622,-9.921046699175768,7.0,medio,4.398165783106361,1.0,0,0.0,0,0
1399766400000,201420,9.0,9,9.0,9,3.606e-07,35.98129,0,1,310930320142019589,2023-08-20,Buritis,0.0,0.20975389,25013,15.7142857142857,79.2857142857143,0,0,1,56.2071052857143,28.1428571428571,21.6887757142857,27.1428571428571,8,,,,,8117,2014-05-11,3109303,Buritis,MG,2014,20,0,0,0,0,0,0,35.981289729340745,23.0,91.95218486387078,50.0,199.896054051893,65.0,259.86487026746096,20.0,79.9584216207572,6.0,23.98752648622716,46.0,183.9043697277416,39.5,157.91788270099548,29.875,119.43789229600608,1.5397489539748954,-0.6086956521739131,22.5957138571429,20.994898,23.1601132857143,24.4886325714286,23.0129837142857,23.3476074285714,17.0,14.5714285714286,19.4285714285714,20.0,20.1428571428571,19.5714285714286,27.8571428571429,27.0,27.8571428571429,29.0,28.0,29.2857142857143,58.8106048571429,58.2117348571429,70.4458207142857,65.1334474285714,74.6359222857143,67.9831368571429,1.2525164737484538,-13.003547753357743,7.0,medio,4.398165783106361,1.0,0,0.0,0,0
1400371200000,201421,17.0,17,17.0,17,0.04846196,67.96466,0,1,310930320142119589,2023-08-20,Buritis,0.0,0.6077761,25013,18.0,81.2857142857143,0,0,2,57.814059,28.7142857142857,23.2891152857143,28.5714285714286,13,,,,,8117,2014-05-18,3109303,Buritis,MG,2014,21,0,0,0,0,0,0,67.96465837764363,9.0,35.981289729340745,23.0,91.95218486387078,50.0,199.896054051893,65.0,259.86487026746096,26.0,103.94594810698436,27.333333333333332,109.27650954836817,36.75,146.9235997281414,30.25,120.93711270139528,0.9035812672176308,0.8888888888888888,21.6887757142857,22.5957138571429,20.994898,23.1601132857143,24.0806597142857,22.1759181428571,15.7142857142857,17.0,14.5714285714286,19.4285714285714,20.5714285714286,19.8571428571429,27.1428571428571,27.8571428571429,27.0,27.8571428571429,29.1428571428571,26.7142857142857,56.2071052857143,58.8106048571429,58.2117348571429,70.4458207142857,70.485928,77.2736085714286,3.0681449186813303,-12.891915816483518,7.0,medio,4.398165783106361,1.0,0,0.0,0,0
1400976000000,201422,13.0,13,13.0,13,0.23115517,51.972973,0,4,310930320142219589,2023-08-20,Buritis,0.0,0.76644075,25013,16.1428571428571,79.0,0,0,2,58.0800491428571,28.8571428571429,21.9535537142857,28.1428571428571,11,,,,,8117,2014-05-25,3109303,Buritis,MG,2014,22,0,0,0,0,0,0,51.97297405349218,17.0,67.96465837764363,9.0,35.981289729340745,23.0,91.95218486387078,50.0,199.896054051893,27.0,107.94386918802222,16.333333333333332,65.29937765695172,24.75,98.94854675568703,29.125,116.43945148522768,0.5608011444921316,-0.23529411764705882,23.2891152857143,21.6887757142857,22.5957138571429,20.994898,24.4886325714286,23.0129837142857,18.0,15.7142857142857,17.0,14.5714285714286,20.0,20.1428571428571,28.5714285714286,27.1428571428571,27.8571428571429,27.0,29.0,28.0,57.814059,56.2071052857143,58.8106048571429,58.2117348571429,65.1334474285714,74.6359222857143,2.338663593406583,-10.431789365934115,7.0,medio,4.398165783106361,1.0,0,0.0,0,0
1401580800000,201423,8.0,8,8.0,8,0.0943224,31.983368,0,1,310930320142319589,2023-08-20,Buritis,0.0,0.5710445,25013,16.8571428571429,81.4285714285714,0,0,1,61.0873571428571,30.0,21.9909217142857,27.7142857142857,6,,,,,8117,2014-06-01,3109303,Buritis,MG,2014,23,0,0,0,0,0,0,31.983368648302886,13.0,51.97297405349218,17.0,67.96465837764363,9.0,35.981289729340745,23.0,91.95218486387078,22.0,87.95426378283292,13.0,51.97297405349218,15.5,61.967776756086835,27.375,109.44308959341143,0.4748858447488584,-0.38461538461538464,21.9535537142857,23.2891152857143,21.6887757142857,22.5957138571429,23.1601132857143,24.0806597142857,16.1428571428571,18.0,15.7142857142857,17.0,19.4285714285714,20.5714285714286,28.1428571428571,28.5714285714286,27.1428571428571,27.8571428571429,27.8571428571429,29.1428571428571,58.0800491428571,57.814059,56.2071052857143,58.8106048571429,70.4458207142857,70.485928,2.5755559890109936,-9.859279637362661,7.0,medio,4.398165783106361,1.0,0,0.0,0,0
1402185600000,201424,9.0,9,9.0,9,0.23144194,35.98129,0,1,310930320142419589,2023-08-20,Buritis,0.0,0.7307522,25013,15.7142857142857,78.2857142857143,0,0,1,57.1260028571429,28.7142857142857,21.0147077142857,26.4285714285714,8,,,,,8117,2014-06-08,3109303,Buritis,MG,2014,24,0,0,0,0,0,0,35.981289729340745,8.0,31.983368648302886,13.0,51.97297405349218,17.0,67.96465837764363,9.0,35.981289729340745,20.0,79.9584216207572,12.666666666666666,50.64033369314623,11.75,46.97557270219485,25.625,102.44672770159517,0.49430894308943085,0.125,21.9909217142857,21.9535537142857,23.2891152857143,21.6887757142857,20.994898,24.4886325714286,16.8571428571429,16.1428571428571,18.0,15.7142857142857,14.5714285714286,20.0,27.7142857142857,28.1428571428571,28.5714285714286,27.1428571428571,27.0,29.0,61.0873571428571,58.0800491428571,57.814059,56.2071052857143,58.2117348571429,65.1334474285714,1.7050163736263606,-11.516328754578716,7.0,medio,4.398165783106361,1.0,0,0.0,0,0
1402790400000,201425,0.0,0,0.0,0,0.0,0.0,0,1,310930320142519589,2023-08-20,Buritis,0.0,0.0,25013,15.7142857142857,81.2857142857143,0,0,0,59.2356225714286,28.2857142857143,21.2226344285714,26.5714285714286,0,,,,,8117,2014-06-15,3109303,Buritis,MG,2014,25,0,0,0,0,0,0,0.0,9.0,35.981289729340745,8.0,31.983368648302886,13.0,51.97297405349218,17.0,67.96465837764363,65.0,259.86487026746096,10.0,39.9792108103786,11.75,46.97557270219485,24.25,96.94958621516813,0.41237113402061853,-1.0,21.0147077142857,21.9909217142857,21.9535537142857,23.2891152857143,22.5957138571429,23.1601132857143,15.7142857142857,16.8571428571429,16.1428571428571,18.0,17.0,19.4285714285714,26.4285714285714,27.7142857142857,28.1428571428571,28.5714285714286,27.8571428571429,27.8571428571429,57.1260028571429,61.0873571428571,58.0800491428571,57.814059,58.8106048571429,70.4458207142857,3.0468118598900844,-7.081610214285696,7.0,medio,4.398165783106361,1.0,0,0.0,0,0
1403395200000,201426,1.0,1,1.0,1,0.01218542,3.997921,0,1,310930320142619589,2023-08-20,Buritis,0.0,0.15726484,25013,13.2857142857143,80.8571428571429,0,0,0,54.574489,24.1428571428571,19.9792517142857,26.5714285714286,0,,,,,8117,2014-06-22,3109303,Buritis,MG,2014,26,0,0,0,0,0,0,3.9979210810378607,0.0,0.0,9.0,35.981289729340745,8.0,31.983368648302886,13.0,51.97297405349218,50.0,199.896054051893,5.666666666666667,22.65488612588121,7.5,29.984408107783953,16.125,64.4664774317355,0.351421188630491,,21.2226344285714,21.0147077142857,21.9909217142857,21.9535537142857,21.6887757142857,20.994898,15.7142857142857,15.7142857142857,16.8571428571429,16.1428571428571,15.7142857142857,14.5714285714286,26.5714285714286,26.4285714285714,27.7142857142857,28.1428571428571,27.1428571428571,27.0,59.2356225714286,57.1260028571429,61.0873571428571,58.0800491428571,56.2071052857143,58.2117348571429,1.9286995137362517,-8.276931497252747,7.0,medio,4.398165783106361,1.0,0,0.0,0,0
