data_ini_se,chuva_semana_mm,chuva_dias_com_chuva,chuva_max_diaria_mm,cod_ibge
2019-03-17,45.37,6,15.63,5219753
2019-03-24,36.16,5,15.3,5219753
2019-03-31,13.41,4,5.13,5219753
2019-04-07,73.91,7,29.54,5219753
2019-04-14,27.83,6,8.51,5219753
2019-04-21,20.68,4,11.96,5219753
2019-04-28,31.03,4,12.06,5219753
2019-05-05,1.38,0,0.72,5219753
2019-05-12,9.33,2,4.79,5219753
2019-05-19,0.01,0,0.01,5219753
2019-05-26,0.01,0,0.01,5219753
2019-06-02,2.91,1,2.34,5219753
2019-06-09,0.0,0,0.0,5219753
2019-06-16,0.0,0,0.0,5219753
2019-06-23,0.0,0,0.0,5219753
2019-06-30,0.61,0,0.5,5219753
2019-07-07,0.0,0,0.0,5219753
2019-07-14,0.0,0,0.0,5219753
2019-07-21,0.0,0,0.0,5219753
2019-07-28,0.01,0,0.01,5219753
2019-08-04,0.0,0,0.0,5219753
2019-08-11,0.0,0,0.0,5219753
2019-08-18,0.0,0,0.0,5219753
2019-08-25,0.0,0,0.0,5219753
2019-09-01,0.02,0,0.01,5219753
2019-09-08,0.0,0,0.0,5219753
2019-09-15,0.0,0,0.0,5219753
2019-09-22,5.85,2,2.93,5219753
2019-09-29,2.96,2,1.3,5219753
2019-10-06,21.84,4,7.61,5219753
2019-10-13,0.0,0,0.0,5219753
2019-10-20,28.28,5,11.93,5219753
2019-10-27,15.34,3,7.39,5219753
2019-11-03,30.59,6,8.51,5219753
2019-11-10,10.92,3,5.26,5219753
2019-11-17,66.6,7,15.79,5219753
2019-11-24,31.7,7,7.81,5219753
2019-12-01,68.54,7,15.14,5219753
2019-12-08,69.16,6,20.31,5219753
2019-12-15,14.96,2,9.79,5219753
2019-12-22,28.01,3,18.53,5219753
2019-12-29,58.68,5,23.0,5219753
2020-01-05,65.5,6,43.97,5219753
2020-01-12,14.240000000000002,3,9.66,5219753
2020-01-19,85.36,7,26.93,5219753
2020-01-26,33.12,5,12.9,5219753
2020-02-02,109.36,6,33.47,5219753
2020-02-09,40.65,6,10.07,5219753
2020-02-16,48.260000000000005,6,12.58,5219753
2020-02-23,56.35000000000001,7,17.51,5219753
2020-03-01,80.75,7,24.79,5219753
2020-03-08,20.35,7,6.99,5219753
2020-03-15,37.07,5,17.48,5219753
2020-03-22,90.21,7,23.28,5219753
2020-03-29,3.89,1,1.54,5219753
2020-04-05,36.93,7,16.75,5219753
2020-04-12,45.83,7,10.11,5219753
2020-04-19,60.35,6,21.74,5219753
2020-04-26,0.09,0,0.03,5219753
2020-05-03,0.8500000000000001,0,0.56,5219753
2020-05-10,11.53,3,3.95,5219753
2020-05-17,2.47,1,1.83,5219753
2020-05-24,3.35,1,3.09,5219753
2020-05-31,0.19,0,0.11,5219753
2020-06-07,0.79,0,0.6,5219753
2020-06-14,0.07,0,0.04,5219753
2020-06-21,0.31,0,0.12,5219753
2020-06-28,0.05,0,0.02,5219753
2020-07-05,0.03,0,0.01,5219753
2020-07-12,0.09,0,0.04,5219753
2020-07-19,0.57,0,0.3,5219753
2020-07-26,0.51,0,0.36,5219753
2020-08-02,0.06,0,0.02,5219753
2020-08-09,0.01,0,0.01,5219753
2020-08-16,0.05,0,0.03,5219753
2020-08-23,0.0,0,0.0,5219753
2020-08-30,0.12,0,0.12,5219753
2020-09-06,0.76,0,0.43,5219753
2020-09-13,0.04,0,0.03,5219753
2020-09-20,15.78,3,7.07,5219753
2020-09-27,0.21,0,0.21,5219753
2020-10-04,11.9,1,11.85,5219753
2020-10-11,22.3,5,10.86,5219753
2020-10-18,77.67999999999999,7,32.99,5219753
2020-10-25,28.52,7,5.65,5219753
2020-11-01,35.73,6,11.06,5219753
2020-11-08,26.08,5,7.69,5219753
2020-11-15,51.71,6,17.92,5219753
2020-11-22,7.58,3,2.95,5219753
2020-11-29,14.8,2,13.57,5219753
2020-12-06,49.09,7,15.03,5219753
2020-12-13,4.92,2,2.57,5219753
2020-12-20,67.89,7,13.33,5219753
2020-12-27,19.19,4,6.18,5219753
2021-01-03,29.08,5,8.89,5219753
2021-01-10,57.84,7,14.92,5219753
2021-01-17,6.3,2,3.44,5219753
2021-01-24,17.66,3,8.59,5219753
2021-01-31,42.26,6,13.91,5219753
2021-02-07,77.34,6,26.19,5219753
2021-02-14,98.96,7,27.76,5219753
2021-02-21,98.67,7,39.38,5219753
2021-02-28,18.3,3,14.11,5219753
2021-03-07,32.24,7,9.51,5219753
2021-03-14,45.03,7,19.53,5219753
2021-03-21,1.95,1,1.89,5219753
2021-03-28,16.97,5,9.47,5219753
2021-04-04,29.45,5,11.91,5219753
2021-04-11,4.29,2,2.16,5219753
2021-04-18,7.65,2,3.81,5219753
2021-04-25,10.31,4,3.71,5219753
2021-05-02,0.8,0,0.5,5219753
2021-05-09,0.09,0,0.03,5219753
2021-05-16,0.15,0,0.1,5219753
2021-05-23,0.14,0,0.1,5219753
2021-05-30,0.13,0,0.04,5219753
2021-06-06,0.11,0,0.05,5219753
2021-06-13,15.03,2,12.12,5219753
2021-06-20,0.64,0,0.37,5219753
2021-06-27,0.02,0,0.01,5219753
2021-07-04,0.05,0,0.02,5219753
2021-07-11,0.04,0,0.02,5219753
2021-07-18,0.96,0,0.44,5219753
2021-07-25,3.75,1,1.69,5219753
2021-08-01,6.5600000000000005,3,1.43,5219753
2021-08-08,6.5,2,2.9,5219753
2021-08-15,0.03,0,0.02,5219753
2021-08-22,0.04,0,0.04,5219753
2021-08-29,2.48,1,2.19,5219753
2021-09-05,0.01,0,0.01,5219753
2021-09-12,0.01,0,0.01,5219753
2021-09-19,9.74,2,6.49,5219753
2021-09-26,11.79,3,5.95,5219753
2021-10-03,5.71,3,2.41,5219753
2021-10-10,47.73,6,12.36,5219753
2021-10-17,36.91,6,12.66,5219753
2021-10-24,21.32,5,7.32,5219753
2021-10-31,30.71,7,10.48,5219753
2021-11-07,82.38,7,18.84,5219753
2021-11-14,80.03999999999999,7,22.75,5219753
2021-11-21,29.53,3,21.61,5219753
2021-11-28,59.73,7,14.94,5219753
2021-12-05,52.9,7,17.21,5219753
2021-12-12,65.37,7,16.73,5219753
2021-12-19,70.17,6,22.52,5219753
2021-12-26,67.78,6,36.36,5219753
2022-01-02,71.3,7,17.25,5219753
2022-01-09,64.78,5,24.2,5219753
2022-01-16,8.370000000000001,3,4.19,5219753
2022-01-23,17.310000000000002,4,6.19,5219753
2022-01-30,30.2,7,12.32,5219753
2022-02-06,72.33,7,18.08,5219753
2022-02-13,72.68,7,24.7,5219753
2022-02-20,22.23,6,5.35,5219753
2022-02-27,20.81,4,8.05,5219753
2022-03-06,11.94,3,7.3,5219753
2022-03-13,18.19,6,6.21,5219753
2022-03-20,5.33,2,2.0,5219753
2022-03-27,4.08,1,2.58,5219753
2022-04-03,6.65,2,4.43,5219753
2022-04-10,21.06,5,6.22,5219753
2022-04-17,3.01,2,1.3,5219753
2022-04-24,0.19,0,0.09,5219753
2022-05-01,4.279999999999999,2,1.88,5219753
2022-05-08,0.5599999999999999,0,0.31,5219753
2022-05-15,6.76,2,3.4,5219753
2022-05-22,0.32,0,0.27,5219753
2022-05-29,0.0,0,0.0,5219753
2022-06-05,0.19,0,0.19,5219753
2022-06-12,0.55,0,0.4,5219753
2022-06-19,0.0,0,0.0,5219753
2022-06-26,0.01,0,0.01,5219753
2022-07-03,0.01,0,0.01,5219753
2022-07-10,0.01,0,0.01,5219753
2022-07-17,0.0,0,0.0,5219753
2022-07-24,0.0,0,0.0,5219753
2022-07-31,0.0,0,0.0,5219753
2022-08-07,0.0,0,0.0,5219753
2022-08-14,0.05,0,0.02,5219753
2022-08-21,0.07,0,0.03,5219753
2022-08-28,0.05,0,0.03,5219753
2022-09-04,0.0,0,0.0,5219753
2022-09-11,3.58,1,3.18,5219753
2022-09-18,32.02,7,12.46,5219753
2022-09-25,6.37,2,4.08,5219753
2022-10-02,10.92,5,3.47,5219753
2022-10-09,2.0,1,1.8,5219753
2022-10-16,4.609999999999999,2,3.04,5219753
2022-10-23,17.91,6,5.44,5219753
2022-10-30,40.34,5,16.88,5219753
2022-11-06,39.62,6,11.69,5219753
2022-11-13,51.65,5,13.73,5219753
2022-11-20,45.61,7,12.97,5219753
2022-11-27,48.84,7,13.09,5219753
2022-12-04,80.08,7,21.63,5219753
2022-12-11,59.64,7,33.4,5219753
2022-12-18,32.67,7,9.13,5219753
2022-12-25,53.55,7,25.41,5219753
2023-01-01,37.3,7,9.67,5219753
2023-01-08,34.05,7,7.61,5219753
2023-01-15,26.25,6,7.73,5219753
2023-01-22,37.43,7,12.23,5219753
2023-01-29,16.78,5,4.77,5219753
2023-02-05,16.57,6,4.29,5219753
2023-02-12,16.11,4,9.11,5219753
2023-02-19,38.39,6,10.86,5219753
2023-02-26,23.14,4,10.35,5219753
2023-03-05,32.5,6,13.06,5219753
2023-03-12,42.57,6,10.92,5219753
2023-03-19,19.75,4,11.89,5219753
2023-03-26,1.6800000000000002,0,0.9,5219753
2023-04-02,27.09,7,6.91,5219753
2023-04-09,32.36,6,9.13,5219753
2023-04-16,10.93,3,3.63,5219753
2023-04-23,4.18,3,1.57,5219753
2023-04-30,5.82,1,3.56,5219753
2023-05-07,3.03,1,1.38,5219753
2023-05-14,2.19,0,0.44,5219753
2023-05-21,1.72,0,0.5,5219753
2023-05-28,0.47,0,0.35,5219753
2023-06-04,0.63,0,0.2,5219753
2023-06-11,3.5,1,2.12,5219753
2023-06-18,0.47,0,0.2,5219753
2023-06-25,0.34,0,0.17,5219753
2023-07-02,0.59,0,0.25,5219753
2023-07-09,0.01,0,0.01,5219753
2023-07-16,0.0,0,0.0,5219753
2023-07-23,0.0,0,0.0,5219753
2023-07-30,0.08,0,0.08,5219753
2023-08-06,0.42,0,0.22,5219753
2023-08-13,0.42,0,0.18,5219753
2023-08-20,2.59,1,1.23,5219753
2023-08-27,25.06,7,8.85,5219753
2023-09-03,3.24,1,2.5,5219753
2023-09-10,2.77,2,1.29,5219753
2023-09-17,0.98,0,0.61,5219753
2023-09-24,14.39,3,8.14,5219753
2023-10-01,27.45,4,10.29,5219753
2023-10-08,13.18,3,6.61,5219753
2023-10-15,10.41,2,8.46,5219753
2023-10-22,12.5,4,4.82,5219753
2023-10-29,34.77,5,12.97,5219753
2023-11-05,2.28,1,1.8,5219753
2023-11-12,3.22,1,1.3,5219753
2023-11-19,36.06,5,10.09,5219753
2023-11-26,32.45,6,18.51,5219753
2023-12-03,16.81,3,6.39,5219753
2023-12-10,9.49,3,4.65,5219753
2023-12-17,74.85,6,25.74,5219753
2023-12-24,29.74,6,14.02,5219753
2023-12-31,94.91,7,34.23,5219753
2024-01-07,47.3,7,16.52,5219753
2024-01-14,24.67,5,7.07,5219753
2024-01-21,40.88,7,8.28,5219753
2024-01-28,28.35,6,8.41,5219753
2024-02-04,45.03,6,12.23,5219753
2024-02-11,20.67,4,11.46,5219753
2024-02-18,48.61,6,17.02,5219753
2024-02-25,7.02,2,4.77,5219753
2024-03-03,19.37,6,5.26,5219753
2024-03-10,35.44,6,14.76,5219753
2024-03-17,30.91,6,15.66,5219753
2024-03-24,34.51,6,10.4,5219753
2024-03-31,30.49,7,10.74,5219753
2024-04-07,18.99,5,7.56,5219753
2024-04-14,1.91,0,0.95,5219753
2024-04-21,1.05,0,0.43,5219753
2024-04-28,0.15,0,0.15,5219753
2024-05-05,0.04,0,0.04,5219753
2024-05-12,2.18,1,2.18,5219753
2024-05-19,0.25,0,0.15,5219753
2024-05-26,0.01,0,0.01,5219753
2024-06-02,0.18,0,0.12,5219753
2024-06-09,0.0,0,0.0,5219753
2024-06-16,0.61,0,0.35,5219753
2024-06-23,0.0,0,0.0,5219753
2024-06-30,0.0,0,0.0,5219753
2024-07-07,0.0,0,0.0,5219753
2024-07-14,0.0,0,0.0,5219753
2024-07-21,0.02,0,0.02,5219753
2024-07-28,0.03,0,0.03,5219753
2024-08-04,0.01,0,0.01,5219753
2024-08-11,0.0,0,0.0,5219753
2024-08-18,0.33,0,0.15,5219753
2024-08-25,0.0,0,0.0,5219753
2024-09-01,0.03,0,0.02,5219753
2024-09-08,0.13,0,0.07,5219753
2024-09-15,0.07,0,0.07,5219753
2024-09-22,1.72,1,1.72,5219753
2024-09-29,0.78,0,0.78,5219753
2024-10-06,15.19,4,5.59,5219753
2024-10-13,39.35,6,20.07,5219753
2024-10-20,64.78,7,20.99,5219753
2024-10-27,29.23,6,11.16,5219753
2024-11-03,46.7,7,18.62,5219753
2024-11-10,72.75,7,32.06,5219753
2024-11-17,60.96,7,15.71,5219753
2024-11-24,16.490000000000002,5,7.07,5219753
2024-12-01,10.6,5,3.84,5219753
2024-12-08,12.93,5,4.79,5219753
2024-12-15,32.15,7,7.01,5219753
2024-12-22,45.32,7,11.13,5219753
2024-12-29,29.92,7,10.2,5219753
2025-01-05,31.73,7,10.18,5219753
2025-01-12,44.85,7,11.39,5219753
2025-01-19,12.61,5,4.33,5219753
2025-01-26,35.81,5,10.42,5219753
2025-02-02,7.999999999999999,2,5.06,5219753
2025-02-09,11.71,4,3.54,5219753
2025-02-16,6.81,2,4.06,5219753
2025-02-23,16.009999999999998,4,7.27,5219753
2025-03-02,0.24,0,0.23,5219753
2025-03-09,15.31,4,5.11,5219753
2025-03-16,22.2,5,9.16,5219753
2025-03-23,74.82000000000001,6,27.12,5219753
2025-03-30,3.84,2,1.36,5219753
2025-04-06,5.84,4,2.03,5219753
2025-04-13,14.510000000000002,6,5.32,5219753
2025-04-20,9.4,3,4.59,5219753
2025-04-27,5.68,2,3.75,5219753
2025-05-04,1.48,1,1.23,5219753
2025-05-11,0.04,0,0.02,5219753
2025-05-18,0.6,0,0.33,5219753
2025-05-25,0.0,0,0.0,5219753
2025-06-01,0.25,0,0.12,5219753
2025-06-08,22.61,3,11.24,5219753
2025-06-15,0.25,0,0.12,5219753
2025-06-22,0.02,0,0.01,5219753
2025-06-29,0.0,0,0.0,5219753
2025-07-06,0.0,0,0.0,5219753
2025-07-13,0.0,0,0.0,5219753
2025-07-20,0.79,0,0.79,5219753
2025-07-27,0.01,0,0.01,5219753
2025-08-03,0.02,0,0.02,5219753
2025-08-10,0.0,0,0.0,5219753
2025-08-17,0.07,0,0.07,5219753
2025-08-24,0.01,0,0.01,5219753
2025-08-31,0.0,0,0.0,5219753
2025-09-07,0.02,0,0.01,5219753
2025-09-14,4.359999999999999,1,3.13,5219753
2025-09-21,8.23,3,3.69,5219753
2025-09-28,0.0,0,0.0,5219753
2025-10-05,0.22,0,0.17,5219753
2025-10-12,28.96,4,19.08,5219753
2025-10-19,17.61,2,9.86,5219753
2025-10-26,4.02,1,2.36,5219753
2025-11-02,48.07000000000001,4,25.28,5219753
2025-11-09,8.51,2,5.12,5219753
2025-11-16,6.37,2,4.07,5219753
2025-11-23,41.150000000000006,6,14.21,5219753
2025-11-30,124.29,7,45.7,5219753
2025-12-07,39.19,6,11.51,5219753
2025-12-14,29.93,7,9.57,5219753
2025-12-21,0.91,0,0.42,5219753
2025-12-28,16.78,5,6.16,5219753
2026-01-04,31.78,5,13.22,5219753
2026-01-11,32.21,3,18.32,5219753
2026-01-18,50.77,7,13.02,5219753
2026-01-25,38.54,7,12.51,5219753
2026-02-01,24.27,7,6.04,5219753
2026-02-08,16.46,5,6.52,5219753
2026-02-15,27.11,4,13.14,5219753
2026-02-22,24.71,7,6.54,5219753
2026-03-01,15.010000000000002,5,4.91,5219753
2026-03-08,30.21,7,6.57,5219753
2026-03-15,28.64,7,5.37,5219753
2026-03-22,19.52,5,7.27,5219753
2026-03-29,18.16,4,4.82,5219753
2026-04-05,8.11,3,3.21,5219753
2026-04-12,7.08,3,2.95,5219753
2026-04-19,0.4,0,0.16,5219753
2026-04-26,2.27,1,1.5,5219753
2026-05-03,0.01,0,0.01,5219753
2026-05-10,2.25,1,1.62,5219753
2026-05-17,0.42,0,0.16,5219753
2026-05-24,0.22,0,0.1,5219753
2026-05-31,0.6900000000000001,0,0.64,5219753
2026-06-07,16.53,2,12.79,5219753
2026-06-14,10.31,1,9.54,5219753
2026-06-21,1.39,1,1.17,5219753
2026-06-28,0.6000000000000001,0,0.46,5219753
2026-07-05,0.06,0,0.04,5219753
2026-07-12,0.04,0,0.01,5219753
2026-07-19,0.07,0,0.03,5219753
2026-07-26,0.02,0,0.01,5219753
2026-08-02,0.43,0,0.36,5219753
2026-08-09,0.0,0,0.0,5219753
2014-01-05,7.5,4,1.96,5220009
2014-01-12,26.180000000000003,3,17.94,5220009
2014-01-19,44.9,7,11.71,5220009
2014-01-26,4.21,1,1.83,5220009
2014-02-02,4.35,1,4.31,5220009
2014-02-09,23.33,5,10.99,5220009
2014-02-16,75.81,7,18.59,5220009
2014-02-23,25.74,7,8.74,5220009
2014-03-02,63.22,7,13.71,5220009
2014-03-09,23.85,6,9.48,5220009
2014-03-16,34.63,7,7.14,5220009
2014-03-23,52.86,7,9.51,5220009
2014-03-30,28.76,6,8.25,5220009
2014-04-06,51.41,7,14.48,5220009
2014-04-13,16.509999999999998,3,8.78,5220009
2014-04-20,11.6,5,3.61,5220009
2014-04-27,0.47,0,0.45,5220009
2014-05-04,19.83,3,11.87,5220009
2014-05-11,1.22,1,1.14,5220009
2014-05-18,0.0,0,0.0,5220009
2014-05-25,2.45,1,1.69,5220009
2014-06-01,2.53,1,2.51,5220009
2014-06-08,0.0,0,0.0,5220009
2014-06-15,0.02,0,0.02,5220009
2014-06-22,0.0,0,0.0,5220009
2014-06-29,0.0,0,0.0,5220009
2014-07-06,0.0,0,0.0,5220009
2014-07-13,0.0,0,0.0,5220009
2014-07-20,0.32,0,0.28,5220009
2014-07-27,0.01,0,0.01,5220009
2014-08-03,0.0,0,0.0,5220009
2014-08-10,0.0,0,0.0,5220009
2014-08-17,0.0,0,0.0,5220009
2014-08-24,0.04,0,0.04,5220009
2014-08-31,14.669999999999998,1,14.35,5220009
2014-09-07,0.06,0,0.06,5220009
2014-09-14,0.03,0,0.03,5220009
2014-09-21,9.68,3,3.65,5220009
2014-09-28,3.3,2,1.73,5220009
2014-10-05,0.0,0,0.0,5220009
2014-10-12,0.0,0,0.0,5220009
2014-10-19,18.04,2,9.41,5220009
2014-10-26,48.7,7,15.58,5220009
2014-11-02,17.9,4,7.5,5220009
2014-11-09,27.57,6,10.73,5220009
2014-11-16,29.520000000000003,5,13.8,5220009
2014-11-23,56.93,6,25.22,5220009
2014-11-30,25.85,4,8.42,5220009
2014-12-07,29.52,7,9.66,5220009
2014-12-14,43.28,7,16.1,5220009
2014-12-21,20.7,4,10.08,5220009
2014-12-28,15.98,2,9.91,5220009
2015-01-04,1.18,0,0.39,5220009
2015-01-11,0.13,0,0.07,5220009
2015-01-18,21.24,3,16.11,5220009
2015-01-25,16.41,4,6.9,5220009
2015-02-01,40.81,4,19.73,5220009
2015-02-08,10.55,3,6.52,5220009
2015-02-15,24.53,4,7.85,5220009
2015-02-22,10.94,5,3.93,5220009
2015-03-01,31.2,6,11.0,5220009
2015-03-08,26.73,6,8.94,5220009
2015-03-15,54.72,7,20.44,5220009
2015-03-22,19.02,6,4.78,5220009
2015-03-29,18.85,5,6.52,5220009
2015-04-05,28.55,6,12.71,5220009
2015-04-12,54.98,6,13.14,5220009
2015-04-19,34.7,7,7.06,5220009
2015-04-26,30.34,7,6.84,5220009
2015-05-03,24.2,6,9.63,5220009
2015-05-10,1.38,0,0.75,5220009
2015-05-17,0.0,0,0.0,5220009
2015-05-24,0.73,0,0.39,5220009
2015-05-31,0.0,0,0.0,5220009
2015-06-07,0.01,0,0.01,5220009
2015-06-14,0.05,0,0.05,5220009
2015-06-21,0.0,0,0.0,5220009
2015-06-28,0.01,0,0.01,5220009
2015-07-05,0.06,0,0.05,5220009
2015-07-12,0.0,0,0.0,5220009
2015-07-19,0.0,0,0.0,5220009
2015-07-26,0.0,0,0.0,5220009
2015-08-02,0.35,0,0.35,5220009
2015-08-09,0.0,0,0.0,5220009
2015-08-16,0.0,0,0.0,5220009
2015-08-23,0.0,0,0.0,5220009
2015-08-30,0.0,0,0.0,5220009
2015-09-06,0.36,0,0.26,5220009
2015-09-13,4.31,1,3.4,5220009
2015-09-20,0.0,0,0.0,5220009
2015-09-27,1.05,0,0.63,5220009
2015-10-04,10.29,2,6.2,5220009
2015-10-11,0.0,0,0.0,5220009
2015-10-18,11.38,2,6.72,5220009
2015-10-25,50.23,6,14.17,5220009
2015-11-01,15.92,3,7.11,5220009
2015-11-08,5.38,2,2.73,5220009
2015-11-15,45.11,6,20.38,5220009
2015-11-22,90.29,7,25.86,5220009
2015-11-29,18.22,6,5.76,5220009
2015-12-06,15.69,2,11.43,5220009
2015-12-13,20.26,4,5.78,5220009
2015-12-20,23.72,4,10.69,5220009
2015-12-27,25.37,6,13.09,5220009
2016-01-03,106.24,7,30.68,5220009
2016-01-10,59.22,7,13.66,5220009
2016-01-17,112.65,7,51.14,5220009
2016-01-24,56.62,6,24.43,5220009
2016-01-31,12.23,4,4.82,5220009
2016-02-07,33.79,4,13.99,5220009
2016-02-14,11.77,2,8.06,5220009
2016-02-21,12.9,4,5.18,5220009
2016-02-28,34.16,5,12.63,5220009
2016-03-06,78.95,6,25.02,5220009
2016-03-13,14.44,1,13.09,5220009
2016-03-20,15.89,3,10.0,5220009
2016-03-27,0.47,0,0.43,5220009
2016-04-03,1.08,1,1.05,5220009
2016-04-10,1.35,1,1.33,5220009
2016-04-17,0.0,0,0.0,5220009
2016-04-24,7.49,3,2.71,5220009
2016-05-01,0.0,0,0.0,5220009
2016-05-08,0.0,0,0.0,5220009
2016-05-15,1.45,1,1.14,5220009
2016-05-22,0.0,0,0.0,5220009
2016-05-29,0.0,0,0.0,5220009
2016-06-05,0.98,0,0.67,5220009
2016-06-12,1.21,0,0.69,5220009
2016-06-19,0.0,0,0.0,5220009
2016-06-26,0.0,0,0.0,5220009
2016-07-03,0.0,0,0.0,5220009
2016-07-10,0.0,0,0.0,5220009
2016-07-17,0.0,0,0.0,5220009
2016-07-24,0.0,0,0.0,5220009
2016-07-31,0.0,0,0.0,5220009
2016-08-07,0.11,0,0.11,5220009
2016-08-14,0.26,0,0.26,5220009
2016-08-21,3.36,1,2.34,5220009
2016-08-28,1.56,1,1.03,5220009
2016-09-04,0.0,0,0.0,5220009
2016-09-11,0.01,0,0.01,5220009
2016-09-18,7.3199999999999985,2,4.77,5220009
2016-09-25,19.7,6,9.54,5220009
2016-10-02,21.83,3,11.82,5220009
2016-10-09,3.0700000000000003,1,2.24,5220009
2016-10-16,25.4,4,9.97,5220009
2016-10-23,10.76,3,4.96,5220009
2016-10-30,5.23,1,3.3,5220009
2016-11-06,54.49,7,20.97,5220009
2016-11-13,47.8,7,12.52,5220009
2016-11-20,40.23,7,8.38,5220009
2016-11-27,28.8,7,8.73,5220009
2016-12-04,36.38,6,14.33,5220009
2016-12-11,45.0,6,15.26,5220009
2016-12-18,10.39,2,6.35,5220009
2016-12-25,13.77,3,6.32,5220009
2017-01-01,7.54,2,4.35,5220009
2017-01-08,8.66,3,4.31,5220009
2017-01-15,47.51,3,28.23,5220009
2017-01-22,12.85,5,4.17,5220009
2017-01-29,16.61,4,7.55,5220009
2017-02-05,46.04,7,13.2,5220009
2017-02-12,17.63,6,8.74,5220009
2017-02-19,15.419999999999998,4,7.77,5220009
2017-02-26,15.69,5,5.49,5220009
2017-03-05,3.64,1,3.24,5220009
2017-03-12,22.25,6,8.51,5220009
2017-03-19,16.69,4,7.82,5220009
2017-03-26,54.49,6,15.61,5220009
2017-04-02,26.78,5,10.35,5220009
2017-04-09,0.6399999999999999,0,0.57,5220009
2017-04-16,5.99,3,2.62,5220009
2017-04-23,16.169999999999998,5,5.43,5220009
2017-04-30,0.06,0,0.02,5220009
2017-05-07,0.78,0,0.53,5220009
2017-05-14,44.63,5,31.18,5220009
2017-05-21,0.8300000000000001,0,0.79,5220009
2017-05-28,0.0,0,0.0,5220009
2017-06-04,0.0,0,0.0,5220009
2017-06-11,0.0,0,0.0,5220009
2017-06-18,0.0,0,0.0,5220009
2017-06-25,0.0,0,0.0,5220009
2017-07-02,0.0,0,0.0,5220009
2017-07-09,0.0,0,0.0,5220009
2017-07-16,0.0,0,0.0,5220009
2017-07-23,0.0,0,0.0,5220009
2017-07-30,0.0,0,0.0,5220009
2017-08-06,0.0,0,0.0,5220009
2017-08-13,0.0,0,0.0,5220009
2017-08-20,0.01,0,0.01,5220009
2017-08-27,0.0,0,0.0,5220009
2017-09-03,0.0,0,0.0,5220009
2017-09-10,0.0,0,0.0,5220009
2017-09-17,0.0,0,0.0,5220009
2017-09-24,2.71,1,2.4,5220009
2017-10-01,5.77,1,4.37,5220009
2017-10-08,0.0,0,0.0,5220009
2017-10-15,0.0,0,0.0,5220009
2017-10-22,4.8100000000000005,1,3.98,5220009
2017-10-29,27.02,5,8.65,5220009
2017-11-05,113.1,7,29.56,5220009
2017-11-12,35.39,7,13.45,5220009
2017-11-19,33.11,7,6.8,5220009
2017-11-26,19.950000000000003,3,11.31,5220009
2017-12-03,20.21,5,8.72,5220009
2017-12-10,74.92999999999999,7,16.65,5220009
2017-12-17,24.33,3,8.71,5220009
2017-12-24,18.32,4,10.77,5220009
2017-12-31,36.06,7,8.91,5220009
2018-01-07,18.31,3,8.57,5220009
2018-01-14,4.41,1,2.55,5220009
2018-01-21,20.87,4,9.87,5220009
2018-01-28,46.62,7,17.79,5220009
2018-02-04,74.16,7,35.4,5220009
2018-02-11,0.56,0,0.31,5220009
2018-02-18,50.41,6,20.53,5220009
2018-02-25,35.26,3,20.24,5220009
2018-03-04,29.66,5,12.43,5220009
2018-03-11,36.91,7,11.49,5220009
2018-03-18,38.7,7,14.02,5220009
2018-03-25,21.9,5,9.16,5220009
2018-04-01,49.27,6,23.63,5220009
2018-04-08,47.23,7,19.06,5220009
2018-04-15,1.32,0,0.89,5220009
2018-04-22,1.43,0,0.86,5220009
2018-04-29,0.18,0,0.17,5220009
2018-05-06,0.0,0,0.0,5220009
2018-05-13,12.53,1,12.49,5220009
2018-05-20,0.93,0,0.89,5220009
2018-05-27,0.0,0,0.0,5220009
2018-06-03,0.0,0,0.0,5220009
2018-06-10,0.0,0,0.0,5220009
2018-06-17,0.0,0,0.0,5220009
2018-06-24,0.05,0,0.05,5220009
2018-07-01,0.02,0,0.02,5220009
2018-07-08,0.0,0,0.0,5220009
2018-07-15,0.0,0,0.0,5220009
2018-07-22,0.0,0,0.0,5220009
2018-07-29,0.0,0,0.0,5220009
2018-08-05,0.09,0,0.07,5220009
2018-08-12,15.69,3,9.89,5220009
2018-08-19,0.23,0,0.17,5220009
2018-08-26,0.02,0,0.02,5220009
2018-09-02,1.75,0,0.84,5220009
2018-09-09,0.01,0,0.01,5220009
2018-09-16,3.5700000000000003,1,1.78,5220009
2018-09-23,0.32,0,0.31,5220009
2018-09-30,13.68,6,3.37,5220009
2018-10-07,3.39,2,1.64,5220009
2018-10-14,35.1,7,8.11,5220009
2018-10-21,32.25,6,11.25,5220009
2018-10-28,44.1,5,16.68,5220009
2018-11-04,73.74000000000001,7,25.59,5220009
2018-11-11,58.75,7,15.25,5220009
2018-11-18,23.32,4,10.61,5220009
2018-11-25,24.23,5,8.06,5220009
2018-12-02,45.370000000000005,7,11.98,5220009
2018-12-09,24.19,3,12.48,5220009
2018-12-16,1.73,1,1.68,5220009
2018-12-23,24.46,7,4.8,5220009
2018-12-30,19.88,4,7.86,5220009
2019-01-06,26.8,5,11.32,5220009
2019-01-13,2.48,0,0.98,5220009
2019-01-20,10.13,2,4.84,5220009
2019-01-27,2.7,1,2.51,5220009
2019-02-03,53.16,7,18.15,5220009
2019-02-10,16.5,4,7.35,5220009
2019-02-17,36.85,5,12.68,5220009
2019-02-24,45.56,7,18.03,5220009
